CodeRNCP;numero_bloc;intitule;;;
RNCP34462;RNCP34462BC01;Assurer la reproduction des escargots;;;
RNCP34462;RNCP34462BC02;Gerer l'engraissement des escargots;;;
RNCP34462;RNCP34462BC03;Transformer ses escargots;;;
RNCP34462;RNCP34462BC04;Assurer le fonctionnement de son entreprise;;;
RNCP34463;RNCP34463BC01;Recherche, recueil et vérification des informations sur le terrain, Internet et les réseaux sociaux en vue de réaliser un sujet journalistique;;;
RNCP34463;RNCP34463BC02;Tri et hiérarchisation de l'information en vue de son traitement journalistique;;;
RNCP34463;RNCP34463BC03;Production des contenus journalistiques et mise en scène de l'information;;;
RNCP34463;RNCP34463BC04;Promotion et valorisation des productions journalistiques;;;
RNCP34464;RNCP34464BC01;Conduire une politique RH;;;
RNCP34464;RNCP34464BC02;Gérer les démarches réglementaires et administratives du personnel;;;
RNCP34464;RNCP34464BC03;Développer des  projets RH;;;
RNCP34465;RNCP34465BC01;Conduire une politique commerciale;;;
RNCP34465;RNCP34465BC02;Piloter un projet commercial (e-commerce, salon, exposition...);;;
RNCP34465;RNCP34465BC03;Superviser une équipe et gérer un budget commercial;;;
RNCP34465;RNCP34465BC04;Gérer un service commercial - Bloc optionnel;;;
RNCP34465;RNCP34465BC05;Coordonner des actions de promotion  touristique - Bloc optionnel;;;
RNCP34465;RNCP34465BC06;Piloter la gestion administrative, comptable, qualité d'un établissement hôtelier - Bloc optionnel;;;
RNCP34465;RNCP34465BC07;Mobiliser les outils de gestion immobilière - Bloc optionnel;;;
RNCP34466;RNCP34466BC01;La réalisation du diagnostic de l’activité industrielle et commerciale des entreprises;;;
RNCP34466;RNCP34466BC02;La conception et le développement d’une stratégie marketing;;;
RNCP34466;RNCP34466BC03;L’étude et l’élaboration du plan d’action commerciale;;;
RNCP34466;RNCP34466BC04;La négociation et la vente sur les marchés français et étrangers;;;
RNCP34466;RNCP34466BC05;Le pilotage  d’une équipe commerciale;;;
RNCP34467;RNCP34467BC01;Analyse du marché des industries musicales et élaboration d’une stratégie d’entreprise musicale;;;
RNCP34467;RNCP34467BC02;Pilotage des activités opérationnelles du secteur des industries musicales.;;;
RNCP34467;RNCP34467BC03;Management d’équipes dans le secteur des industries musicales;;;
RNCP34468;RNCP34468BC01;Analyse du cahier des charges du client en vue de l'élaboration d'un produit de design.;;;
RNCP34468;RNCP34468BC02;Elaboration du concept et du processus de fabrication du produit de design;;;
RNCP34468;RNCP34468BC03;Management et conduite du projet de design;;;
RNCP34468;RNCP34468BC04;Communication et valorisation des projets de design;;;
RNCP34469;RNCP34469BC01;Organiser la production en blanchisserie;;;
RNCP34469;RNCP34469BC02;Assurer et optimiser la gestion financière d'une blanchisserie;;;
RNCP34469;RNCP34469BC03;Manager une équipe en blanchisserie;;;
RNCP34470;RNCP34470BC01;Assurer le secrétariat administratif et comptable de la clinique vétérinaire;;;
RNCP34470;RNCP34470BC02;Conseiller et renseigner la clientèle de la clinique vétérinaire;;;
RNCP34470;RNCP34470BC03;Entretenir et désinfecter les locaux, les équipements, les matériels et les textiles;;;
RNCP34470;RNCP34470BC04;Assister le vétérinaire lors des soins et des interventions chirurgicales;;;
RNCP34470;RNCP34470BC05;Assister le vétérinaire lors de son activité auprès des équidés;;;
RNCP34470;RNCP34470BC06;Assister le vétérinaire lors de son activité auprès des animaux de compagnie autres que chien et chat = NAC (nouveaux animaux de compagnie);;;
RNCP34470;RNCP34470BC07;Assister le vétérinaire spécialiste en chirurgie des animaux de compagnie;;;
RNCP34471;RNCP34471BC01;Management, supervision et sécurisation des Systèmes d’Information;;;
RNCP34471;RNCP34471BC02;Management et pilotage du développement, de la maintenance et de l'évolution  des plateformes logicielles;;;
RNCP34471;RNCP34471BC03;Management de projet et d'équipes;;;
RNCP34472;RNCP34472BC01;L’analyse et la construction d’une proposition commerciale;;;
RNCP34472;RNCP34472BC02;Le déploiement d'une action commerciale;;;
RNCP34472;RNCP34472BC03;Le suivi d’un plan d’actions lié à une action commerciale;;;
RNCP34473;RNCP34473BC01;Analyse du projet de design en innovation durable et finalisation du cahier des charges;;;
RNCP34473;RNCP34473BC02;Conception de solutions innovantes et durables pour un projet de design;;;
RNCP34473;RNCP34473BC03;Implémentation et management d’un projet de design en innovation durable;;;
RNCP34474;RNCP34474BC01;Conception d'un système d’information;;;
RNCP34474;RNCP34474BC02;Déployer le système d’information;;;
RNCP34474;RNCP34474BC03;Administration et exploitation d'un système d’information;;;
RNCP34474;RNCP34474BC04;Manager un projet dans le secteur des systèmes, réseaux et sécurité informatique;;;
RNCP34475;RNCP34475BC01;Organisation et structuration d’une mission d’analyse stratégique à l’international;;;
RNCP34475;RNCP34475BC02;Réalisation des études et traitement des données liées à la mission d’analyse stratégique à l’international;;;
RNCP34475;RNCP34475BC03;Communication des résultats de la mission d’analyse stratégique à l’international et conseil client;;;
RNCP34476;RNCP34476BC01;Manager une équipe dans l'hôtellerie/restauration;;;
RNCP34476;RNCP34476BC02;Suivre l'activité commerciale d'un hôtel/ restaurant;;;
RNCP34476;RNCP34476BC03;Elaborer et mettre en oeuvre un plan d'action commercial dans l'hôtellerie/ restauration;;;
RNCP34476;RNCP34476BC04;Garantir le respect des normes du secteur hôtellerie/ restauration;;;
RNCP34477;RNCP34477BC01;Conception d'une stratégie commerciale à partir d'un diagnostic global;;;
RNCP34477;RNCP34477BC02;Gestion comptable et financière;;;
RNCP34477;RNCP34477BC03;Gestion administrative et réglementation;;;
RNCP34477;RNCP34477BC04;Organisation et management des ressources humaines;;;
RNCP34477;RNCP34477BC05;du diagnostic au plan d'actions : élaboration d'un projet (dans une perspective de reprise ou de développement d'activité);;;
RNCP34478;RNCP34478BC01;Organiser son activité de prospection commerciale dans le cadre d’offres de produits ou/et services d’assurance, banque auprès d’une clientèle ciblée.;;;
RNCP34478;RNCP34478BC02;Accueillir, informer et analyser le contexte et les besoins du client;;;
RNCP34478;RNCP34478BC03;Conseiller et vendre des prestations adaptées au client en assurance, banque;;;
RNCP34478;RNCP34478BC04;Fidéliser et développer son portefeuille client dans un principe d’amélioration continue;;;
RNCP34479;RNCP34479BC01;Réalisation de transactions immobilières de biens et gestion de biens en copropriété, en veillant au respect du droit et des pratiques de l’immobilier;;;
RNCP34479;RNCP34479BC02;Accompagnement d’un client dans son projet immobilier via l’apport de conseils et d’informations financières et fiscales, dans des contextes différents;;;
RNCP34479;RNCP34479BC03;Pilotage efficace d’une unité professionnelle dans le secteur de l’immobilier, via la maitrise des différents aspects liés à la gestion d'une organisation;;;
RNCP34479;RNCP34479BC04;Bloc optionnel : Négociation avec des propriétaires ou des acquéreurs potentiels pour développer un portefeuille de biens et de prospects;;;
RNCP34479;RNCP34479BC05;Bloc optionnel : Gestion et optimisation d’un portefeuille de copropriétés;;;
RNCP34479;RNCP34479BC06;Bloc optionnel : Etude de la faisabilité d’un programme immobilier et de sa mise en œuvre jusqu’à sa commercialisation;;;
RNCP34480;RNCP34480BC01;Le cadrage de projet;;;
RNCP34480;RNCP34480BC02;La conduite de projet ou d'affaire;;;
RNCP34481;RNCP34481BC01;Piloter des projets de système de gestion de l'information;;;
RNCP34481;RNCP34481BC02;Réaliser une veille stratégique de l'information;;;
RNCP34481;RNCP34481BC03;Définir et mettre en place des dispositifs de structuration et d’accès à l'information;;;
RNCP34481;RNCP34481BC04;Concevoir et mettre en place des dispositifs de gestion des documents d'activité : Gestion électronique des documents (GED), Records management et archivage;;;
RNCP34481;RNCP34481BC05;Concevoir des portails d'information;;;
RNCP34481;RNCP34481BC06;Concevoir et mettre en place du KM (Knowledge Management/ Gestion des connaissances) dans les organisations;;;
RNCP34482;RNCP34482BC01;Analyse des briefings et structure des projets de créations d’illustrations et de bandes dessinées;;;
RNCP34482;RNCP34482BC02;Écriture des scénarios de bandes dessinées et travail de la structure narrative;;;
RNCP34482;RNCP34482BC03;Réalisation des illustrations et des dessins pour des bandes dessinées;;;
RNCP34482;RNCP34482BC04;Développement d’une activité de dessinateur-concepteur de bandes dessinées et d’illustrations;;;
RNCP34483;RNCP34483BC01;Élaboration des démarches stratégiques;;;
RNCP34483;RNCP34483BC02;Gestion des différentes étapes du Cycle d’un Projet;;;
RNCP34483;RNCP34483BC03;Management des ressources humaines;;;
RNCP34483;RNCP34483BC04;Gestion des relations partenariales;;;
RNCP34484;RNCP34484BC01;Préparation et gestion organisationnelle à la fabrication d'une scène 3D animée;;;
RNCP34484;RNCP34484BC02;Réalisation d'une oeuvre 3D (option ciné);;;
RNCP34484;RNCP34484BC03;Réalisation d'une oeuvre 3D (option game);;;
RNCP34484;RNCP34484BC04;Création de la mise en scène et animation des objets (option ciné);;;
RNCP34484;RNCP34484BC05;Création de la mise en scène et animation des objets (option game);;;
RNCP34485;RNCP34485BC01;Préparer et écrire une vidéo;;;
RNCP34485;RNCP34485BC02;Tourner une vidéo, capter les prises de vues et prendre le son;;;
RNCP34485;RNCP34485BC03;Réaliser une captation complexe dans les conditions du direct pour la télévision ou pour Internet;;;
RNCP34485;RNCP34485BC04;Monter une vidéo;;;
RNCP34485;RNCP34485BC05;Utiliser les outils créatifs pour la vidéo;;;
RNCP34485;RNCP34485BC06;Ecrire un projet de film documentaire;;;
RNCP34487;RNCP34487BC01;Exercice fondamental du métier d'agent de sûreté aéroportuaire (aptitudes commnes aux typologies 2, 7 et 10);;;
RNCP34487;RNCP34487BC02;Exercer l'inspection filtrage du fret et du courrier nécessaire à l'accès aux typologies 2 et 10;;;
RNCP34487;RNCP34487BC03;Exercer l'inspection filtrage des bagages de soute et des véhicules nécessaire à l'accès aux typologies 7 et 10;;;
RNCP34491;RNCP34491BC01;Participer au fonctionnement et à l’entretien de la structure équestre;;;
RNCP34491;RNCP34491BC02;Participer à l’animation et à l’encadrement des activités équestres en sécurité;;;
RNCP34491;RNCP34491BC03;Mobiliser les techniques professionnelles permettant d’assurer le travail d’entretien, les soins et le bien-être de la cavalerie d’école;;;
RNCP34492;RNCP34492BC01;Définir et piloter la stratégie de la marque;;;
RNCP34492;RNCP34492BC02;Elaborer et piloter la stratégie de marketing de la marque;;;
RNCP34492;RNCP34492BC03;Elaborer et piloter la stratégie de communication au service de la marque;;;
RNCP34492;RNCP34492BC04;Manager une direction ou un service et animer des équipes;;;
RNCP34493;RNCP34493BC01;Accompagner des porteur.euse.s de projets culturels (associations, entreprises culturelles, collectivités territoriales) dans la conception et la recherche de financements de leurs actions;;;
RNCP34493;RNCP34493BC02;Concevoir, organiser et mettre en œuvre des projets culturels et événementiels (spectacle, exposition, festival, événement commémoratif, valorisation du patrimoine);;;
RNCP34493;RNCP34493BC03;Développer les publics et les démarches de médiation;;;
RNCP34493;RNCP34493BC04;Développer les dimensions sociales, participatives et environnementales dans la construction des projets culturels;;;
RNCP34493;RNCP34493BC05;Promouvoir des projets culturels par la mise en œuvre d’une stratégie de communication;;;
RNCP34494;RNCP34494BC01;Assurer l’entretien des chevaux et de leur environnement dans le respect des règles de sécurité et avec le souci du bien-être animal.;;;
RNCP34494;RNCP34494BC02;Préparer et manipuler le cheval en vue de son transport en camion ou en van.;;;
RNCP34494;RNCP34494BC03;Effectuer le travail monté et/ou à pied en respectant les règles de sécurité;;;
RNCP34494;RNCP34494BC04;Préparer et organiser la logistique de la compétition pour les chevaux et le cavalier et/ou le driver;;;
RNCP34495;RNCP34495BC01;Gestion légale et juridique des ressources humaines;;;
RNCP34495;RNCP34495BC02;Gestion de la paie et administration du personnel;;;
RNCP34495;RNCP34495BC03;Administration et développement des ressources humaines;;;
RNCP34496;RNCP34496BC01;Réaliser et développer les ventes en magasin;;;
RNCP34496;RNCP34496BC02;Gérer le point de vente dans le respect de la politique commerciale de l'entreprise;;;
RNCP34496;RNCP34496BC03;Manager l'équipe de vendeurs;;;
RNCP34498;RNCP34498BC01;Pilotage du système de reporting et d’analyse des risques financiers de l’entreprise;;;
RNCP34498;RNCP34498BC02;Construction des mécanismes de financement à court et moyen terme des activités de l’organisation;;;
RNCP34498;RNCP34498BC03;Évaluation financière d’un projet d’investissement à long terme pour l’organisation;;;
RNCP34498;RNCP34498BC04;Gestion de portefeuille d’actifs financiers;;;
RNCP34498;RNCP34498BC05;Établir la stratégie de financement à long terme d’une organisation;;;
RNCP34499;RNCP34499BC01;Confectionner la sellerie de véhicules de transport :;;;
RNCP34499;RNCP34499BC02;Confectionner des articles de sellerie générale :;;;
RNCP34501;RNCP34501BC01;Assurer en sécurité la qualité du tri des apports dans une déchèterie;;;
RNCP34501;RNCP34501BC02;Assurer une relation de service dans le cadre réglementé d'une déchèterie;;;
RNCP34501;RNCP34501BC03;Maintenir la déchèterie en capacité de fonctionner;;;
RNCP34502;RNCP34502BC01;Assembler et souder à plat des ouvrages métalliques avec les procédés de soudage semi-automatique et TIG;;;
RNCP34502;RNCP34502BC02;Souder en toutes positions des ouvrages métalliques avec les procédés de soudage semi-automatique et TIG;;;
RNCP34503;RNCP34503BC01;Etablir un devis quantitatif estimatif de travaux pour une maison individuelle ou un petit collectif :;;;
RNCP34503;RNCP34503BC02;Assister le responsable hiérarchique dans les démarches de préparation et de suivi de chantiers :;;;
RNCP34504;RNCP34504BC01;Modéliser des systèmes mécaniques en 3D;;;
RNCP34504;RNCP34504BC02;Etudier un système mécanique en assurance qualité;;;
RNCP34504;RNCP34504BC03;Définir des pièces mécaniques en assurance qualité;;;
RNCP34505;RNCP34505BC01;Assembler une structure d'aéronef métallique et composite :;;;
RNCP34505;RNCP34505BC02;Réaliser l'ajustage et la réparation de structures d'aéronefs métalliques et composites :;;;
RNCP34505;RNCP34505BC03;Assembler des systèmes aéronautiques :;;;
RNCP34506;RNCP34506BCRNCP34506BC01;Analyser des échantillons d'eaux et de boues;;;
RNCP34506;RNCP34506BCRNCP34506BC02;Conduire différents procédés de traitement d'eaux et de boues;;;
RNCP34506;RNCP34506BCRNCP34506BC03;Maintenir des installations de traitement d'eaux et de boues;;;
RNCP34507;RNCP34507BC01;Assurer une prestation de surveillance humaine dans une démarche d'amélioration continue de la sécurité;;;
RNCP34507;RNCP34507BC02;Assurer une prestation de surveillance humaine dans une démarche de prévention et de protection contre les risques et les menaces;;;
RNCP34507;RNCP34507BC03;Assurer une prestation de surveillance humaine sur des sites sensibles dans une démarche de protection renforcée;;;
RNCP34508;RNCP34508BC01;Création ou installation d'une structure de service;;;
RNCP34508;RNCP34508BC02;Élaboration de propositions commerciales;;;
RNCP34508;RNCP34508BC03;Préparation et animation d'une action de formation;;;
RNCP34508;RNCP34508BC04;Réalisation de la mission de coaching;;;
RNCP34509;RNCP34509BC01;Diriger des projets numériques;;;
RNCP34509;RNCP34509BC02;Elaborer des concepts innovants au travers une démarche de design;;;
RNCP34509;RNCP34509BC03;Conseiller dans les choix et orientations technologiques de solutions numériques;;;
RNCP34509;RNCP34509BC04;Elaborer une stratégie marketing de relation client au travers de la donnée générée;;;
RNCP34509;RNCP34509BC05;Manager les équipes;;;
RNCP34509;RNCP34509BC06;Développer une expertise métier et projet dans les domaines du design, du marketing ou des technologies numériques;;;
RNCP34511;RNCP34511BC01;Définir la carte des vins et boissons d’un établissement d’excellence et contribuer à l’approvisionnement;;;
RNCP34511;RNCP34511BC02;Gérer la cave d’un établissement d’excellence;;;
RNCP34511;RNCP34511BC03;Conseiller et servir une clientèle internationale dans un établissement d’excellence;;;
RNCP34511;RNCP34511BC04;Assurer l’animation commerciale pour fidéliser une clientèle internationale dans un établissement d’excellence;;;
RNCP34512;RNCP34512BC01;Analyser les besoins d’un client et faire une recommandation opérationnelle;;;
RNCP34512;RNCP34512BC02;Concevoir des projets interactifs multimédia;;;
RNCP34512;RNCP34512BC03;Garantir la qualité du site et le respect des normes d’accessibilité, de trouvabilité et d’utilisabilité;;;
RNCP34512;RNCP34512BC04;Déployer des projets interactifs multimédia, piloter des équipes et la relation client;;;
RNCP34516;RNCP34516BC01;Concevoir et Manager une structure opérationnelle et ou fonctionnelle à l’international;;;
RNCP34516;RNCP34516BC02;Piloter la création de  valeur pour l’organisation en utilisant les outils de gestion du commerce international;;;
RNCP34516;RNCP34516BC03;Planifier la logistique internationale et l’adapter à l’environnement géopolitique;;;
RNCP34516;RNCP34516BC04;Conduire et réaliser des opérations d’optimisation de la politique commerciale import-export;;;
RNCP34517;RNCP34517BC01;Etudier et proposer un produit textile – habillement à l'équipe créatrice;;;
RNCP34517;RNCP34517BC02;Elaborer un produit textile habillement;;;
RNCP34517;RNCP34517BC03;Industrialiser un produit en collaboration avec le façonnier;;;
RNCP34518;RNCP34518BC01;Réalisation des soins thermaux prescrits par le médecin dans le respect des protocoles de soin en vigueur dans l'établissement;;;
RNCP34518;RNCP34518BC02;Transmission des informations et organisation de son travail au sein d'une équipe pluriprofessionnelle;;;
RNCP34518;RNCP34518BC03;Communication adaptée aux différents types de curistes;;;
RNCP34518;RNCP34518BC04;Accompagnement du curiste lors des soins thermaux en utilisant les techniques préventives de manutention et les règles de sécurité;;;
RNCP34518;RNCP34518BC05;Mise en oeuvre des techniques d'entretien des cabines et des équipements propres à l'établissement;;;
RNCP34519;RNCP34519BC01;Elaborer les stratégies  de développement de l’entreprise de vins et spiritueux, intégrant les enjeux de transformation de la filière;;;
RNCP34519;RNCP34519BC02;Repositionner les activités de marketing opérationnel vins et spiritueux en privilégiant les nouvelles tendances de consommation identifiées;;;
RNCP34519;RNCP34519BC03;Concevoir et organiser conjointement commercialisation d’une gamme de vins, réseaux de distribution et chaîne logistique intégrée;;;
RNCP34519;RNCP34519BC04;Organiser la montée en compétences des équipes commerciales en veillant au développement de l’agir responsable dans le  management;;;
RNCP34519;RNCP34519BC05;Piloter les dimensions financières d’une entreprise du secteur des vins et spiritueux dans un contexte de transformation.;;;
RNCP34520;RNCP34520BC01;Gérer les ressources d’un chantier de Travaux Publics;;;
RNCP34520;RNCP34520BC02;Mettre en œuvre les techniques appropriées sur un chantier routier;;;
RNCP34520;RNCP34520BC03;Implanter et organiser les tâches d’un chantier routier;;;
RNCP34521;RNCP34521BC01;Gérer les ressources d'un chantier de Travaux Publics;;;
RNCP34521;RNCP34521BC02;Mettre en oeuvre les techniques appropriées sur un chantier de réseaux;;;
RNCP34521;RNCP34521BC03;Implanter et organiser les tâches d'un chantier de réseaux;;;
RNCP34522;RNCP34522BC01;Gérer les ressources d'un chantier de Travaux Publics;;;
RNCP34522;RNCP34522BC02;Mettre en oeuvre les techniques appropriées sur un chantier de terrassement;;;
RNCP34522;RNCP34522BC03;Implanter et organiser les tâches d'un chantier de terrassement;;;
RNCP34524;RNCP34524BC01;Analyser son marché et participer à la stratégie commerciale;;;
RNCP34524;RNCP34524BC02;Développer un portefeuille client;;;
RNCP34524;RNCP34524BC03;Piloter la performance commerciale;;;
RNCP34524;RNCP34524BC04;Assurer le management de l'équipe commerciale;;;
RNCP34525;RNCP34525BC01;Concevoir et animer des temps de jeu auprès de tous les publics;;;
RNCP34525;RNCP34525BC02;Gérer un fonds de jeux et de jouets;;;
RNCP34525;RNCP34525BC03;Créer et gérer un lieu de jeu;;;
RNCP34526;RNCP34526BC01;Animation d’une activité créatrice au sein d’un atelier artistique;;;
RNCP34526;RNCP34526BC02;Conception et intégration d’un projet d’art thérapie au sein d’un établissement;;;
RNCP34526;RNCP34526BC03;Gestion d’une activité autonome d’art-thérapeute;;;
RNCP34528;RNCP34528BC01;1;;;
RNCP34529;RNCP34529BC01;Assurer la gestion financière d'une mission humanitaire;;;
RNCP34529;RNCP34529BC02;Assurer la gestion des ressources humaines d'une mission humanitaire;;;
RNCP34529;RNCP34529BC03;Assurer la gestion administrative et juridique d'une mission humanitaire;;;
RNCP34529;RNCP34529BC04;Concevoir et mettre en œuvre la stratégie du département administratif, RH et financier d'une mission humanitaire dans le respect des procédures internes, des normes humanitaires et en intégrant la dimension interculturelle;;;
RNCP34533;RNCP34533BC01;Conseiller en produits de soins naturels;;;
RNCP34533;RNCP34533BC02;Vendre en magasin;;;
RNCP34534;RNCP34534BC01;Gestion de la prestation de traduction;;;
RNCP34534;RNCP34534BC02;Production de la traduction;;;
RNCP34534;RNCP34534BC03;Gestion de la qualité de la prestation de traduction;;;
RNCP34535;RNCP34535BC01;Organiser le suivi global d'un événement du spectacle vivant dans le respect de la légalité et la sécurité;;;
RNCP34535;RNCP34535BC02;Manager des équipes techniques son, lumière et vidéo lors d'un événement du spectacle vivant;;;
RNCP34536;RNCP34536BC01;Installer, exploiter et diriger une régie son de spectacle vivant;;;
RNCP34536;RNCP34536BC02;Installer, exploiter et diriger une régie plateau de spectacle vivant;;;
RNCP34536;RNCP34536BC03;Installer, exploiter et diriger une régie vidéo de spectacle vivant;;;
RNCP34536;RNCP34536BC04;Installer, exploiter et diriger une régie lumière de spectacle vivant;;;
RNCP34537;RNCP34537BC01;Sélection de sujets d’actualité à potentiel journalistique et organisation du recueil et du traitement d’informations recoupées et vérifiées en vue de la production de contenus journalistiques;;;
RNCP34537;RNCP34537BC02;Constitution, développement et entretien d’un réseau de contacts et d’informateurs pour assurer une veille journalistique en continu;;;
RNCP34537;RNCP34537BC03;Production et présentation de contenus journalistiques de différents formats en vue de leur diffusion au public;;;
RNCP34538;RNCP34538BC01;Audit et conception de la stratégie marketing multicanale;;;
RNCP34538;RNCP34538BC02;Mise en oeuvre des plans d’action commerciale on line et off line.;;;
RNCP34538;RNCP34538BC03;Pilotage du projet digital dans les domaines commercial, marketing et communication;;;
RNCP34538;RNCP34538BC04;Participation au management stratégique de l'entreprise et entrepreneuriat;;;
RNCP34538;RNCP34538BC05;Management opérationnel d'une équipe, d'un service.;;;
RNCP34539;RNCP34539BC01;Elaborer la stratégie de déploiement de l’amélioration continue;;;
RNCP34539;RNCP34539BC02;Coordonner les chantiers d’amélioration continue;;;
RNCP34539;RNCP34539BC03;Accompagner le développement des équipes et pérennisation de la démarche de transformation;;;
RNCP34540;RNCP34540BC01;Diagnostiquer et analyser la performance d’un processus ou d’un ensemble de processus;;;
RNCP34540;RNCP34540BC02;Elaborer la stratégie d’amélioration de la performance de l’entreprise;;;
RNCP34540;RNCP34540BC03;Elaborer la stratégie d’amélioration de la performance de l’entreprise  Déployer des actions d’amélioration en relation avec la stratégie définie;;;
RNCP34540;RNCP34540BC04;Piloter et animer des chantiers d’amélioration;;;
RNCP34540;RNCP34540BC05;Accompagner des équipes dans la mise en place d’une culture de performance et d’amélioration continue;;;
RNCP34541;RNCP34541BC01;Analyse de la situation clinique de la personne et détermination des modalités de soin à réaliser;;;
RNCP34541;RNCP34541BC02;Mise en œuvre des soins à visées diagnostique et thérapeutique en imagerie médicale, médecine nucléaire, radiothérapie, explorations fonctionnelles en assurant la continuité des soins;;;
RNCP34541;RNCP34541BC03;Gérer les informations liées à la réalisation des soins à visée diagnostique et thérapeutique.;;;
RNCP34541;RNCP34541BC04;Mettre en oeuvre les règles et les pratiques de radioprotection des personnes soignées, des personnels et du public;;;
RNCP34541;RNCP34541BC05;Mettre en oeuvre les normes et principes de qualité, d'hygiène et de sécurité pour assurer la qualité des soins.;;;
RNCP34541;RNCP34541BC06;Conduire une relation avec la personne soignée.;;;
RNCP34541;RNCP34541BC07;Evaluer et améliorer ses pratiques professionnelles en imagerie médicale et en radiologie thérapeutique;;;
RNCP34541;RNCP34541BC08;Organiser son activité et collaborer avec les autres professionnels de santé;;;
RNCP34541;RNCP34541BC09;Informer et former en imagerie médicale et en radiologie thérapeutique;;;
RNCP34541;RNCP34541BC10;Rechercher, traiter et exploiter les données scientifiques et professionnelles.;;;
RNCP34542;RNCP34542BC01;Gérer les ressources d'un chantier de Travaux Publics;;;
RNCP34542;RNCP34542BC02;Mettre en oeuvre les techniques appropriées sur un chantier de génie civil;;;
RNCP34542;RNCP34542BC03;Implanter et organiser les tâches d'un chantier de génie civil;;;
RNCP34543;RNCP34543BC01;Analyse d’un projet de décoration et/ou d’aménagement intérieur d’un client en design d’espace;;;
RNCP34543;RNCP34543BC02;Conception d’un projet d’aménagement en design d’espace;;;
RNCP34543;RNCP34543BC03;Conception d’un projet de décoration en design d’espace;;;
RNCP34543;RNCP34543BC04;Gestion du suivi d’un projet de décoration et design d’espace;;;
RNCP34543;RNCP34543BC05;Commercialisation et développement d’une activité de décorateur – conseiller en design d’espace indépendant;;;
RNCP34544;RNCP34544BC01;Conception d'un projet de construction d'un bâtiment;;;
RNCP34544;RNCP34544BC02;Elaboration du dossier de demande de permis de construire;;;
RNCP34544;RNCP34544BC03;Consultation des entreprises et chiffrage du projet;;;
RNCP34544;RNCP34544BC04;Réalisation des plans d'exécution destinés aux entreprises de construction;;;
RNCP34545;RNCP34545BC01;Prétraiter et analyser des données structurées pour répondre à un problème métier.;;;
RNCP34545;RNCP34545BC02;Entraîner un modèle d’apprentissage automatique supervisé pour réaliser une analyse prédictive.;;;
RNCP34545;RNCP34545BC03;Entraîner un modèle d’apprentissage non supervisé adapté à une problématique de segmentation ou de réduction de données.;;;
RNCP34545;RNCP34545BC04;Prétraiter et analyser des données non structurées (texte, images) pour obtenir un jeu de données exploitable.;;;
RNCP34545;RNCP34545BC05;Présenter et déployer un modèle d’apprentissage automatique auprès de ses utilisateurs.;;;
RNCP34545;RNCP34545BC06;Déployer un modèle d’apprentissage automatique à l’échelle en utilisant les technologies du Big data.;;;
RNCP34546;RNCP34546BC01;Définition de l’objectif, du cadre de l’accompagnement sophrologique et élaboration d’un programme d’accompagnement sophrologique personnalisé.;;;
RNCP34546;RNCP34546BC02;Animation de séances de sophrologie et adaptation du programme d’accompagnement sophrologique personnalisé.;;;
RNCP34546;RNCP34546BC03;Création, gestion et développement d’une activité professionnelle de sophrologue.;;;
RNCP34547;RNCP34547BC01;Modéliser le comportement des acteurs de l'économie;;;
RNCP34547;RNCP34547BC02;Contribuer à la production scientifique de haut niveau en sciences économiques;;;
RNCP34547;RNCP34547BC03;Modéliser le comportement des agents de l'économie;;;
RNCP34547;RNCP34547BC04;Communiquer dans un contexte professionnel;;;
RNCP34547;RNCP34547BC05;Anticiper les effets des politiques économiques à l’échelle nationale et internationale et aider à la décision publique;;;
RNCP34547;RNCP34547BC06;Gérer un projet et les relations interpersonnelles afférentes;;;
RNCP34548;RNCP34548BC01;Elaborer et mettre en œuvre la stratégie d’une organisation;;;
RNCP34548;RNCP34548BC02;Concevoir et animer les systèmes de pilotage de la performance;;;
RNCP34548;RNCP34548BC03;Conduire des actions en Risk management, audit interne et contrôle interne;;;
RNCP34548;RNCP34548BC04;Développement et intégration de savoirs hautement spécialisés;;;
RNCP34548;RNCP34548BC05;Communication spécialisée pour le transfert de connaissances;;;
RNCP34548;RNCP34548BC06;Appuyer la transformation dans son contexte professionnel;;;
RNCP34548;RNCP34548BC07;Assurer les fonctions de Comptabilité et d’audit externe;;;
RNCP34549;RNCP34549BC01;Pratiquer une expertise juridique et fiscale appliquée à la gestion de patrimoines privés;;;
RNCP34549;RNCP34549BC02;Pratiquer une expertise économique et financière appliquée à la gestion de patrimoines privés;;;
RNCP34549;RNCP34549BC03;Gérer une relation professionnelle avec une clientèle haut de gamme;;;
RNCP34550;RNCP34550BC01;Élaborer une stratégie RH;;;
RNCP34550;RNCP34550BC02;Agencer et animer la structure d’une organisation et l’organisation du travail;;;
RNCP34550;RNCP34550BC03;Se manager, manager l’individu, manager le collectif;;;
RNCP34550;RNCP34550BC04;Piloter la performance économique d’un projet / d’un département / d’une organisation;;;
RNCP34550;RNCP34550BC05;Piloter la performance sociale d’un département / d’une organisation;;;
RNCP34550;RNCP34550BC06;Piloter le changement / le déploiement d’une nouvelle politique;;;
RNCP34550;RNCP34550BC07;Négocier et communiquer;;;
RNCP34550;RNCP34550BC08;Gérer le développement international et les relations interculturelles;;;
RNCP34551;RNCP34551BC01;Maîtrise des processus de collecte, d’analyse et de structuration des données utiles au marketing et à la stratégie (données marché, environnement macro-économique, consommateur et client, performances de l’entreprise);;;
