UAI;COMMUNE;ACADEMIE;MINISTERE;TYPE_ETABLISSEMENT;MNEMONIQUE_FORMATION_ACCUEIL;CODE_SPECIALITE_FORMATION_ACCUEIL;LIBELLE_FORMATION_ACCUEIL_BAN;CODE_FORMATION_ACCUEIL_BAN;CODE_COMMUNE_INSEE;CODE_POSTAL
9740922J ; ST JOSEPH                  ; LA REUNION                               ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  2210A                             ;  OPERAT.IND.AGRO-ALIM.OPT°TRANSF.PDTS AL. ;  AFFECTATION                ;  97412              ;  97480
9740987E ; ST ANDRE                   ; LA REUNION                               ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  23102                             ;  2NDPRO TRAVAUX PUBLICS                   ;  24723102310                ;  97409              ;  97440
9741571P ; ST PIERRE                  ; LA REUNION                               ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25218                             ;  2NDPRO MAINTENANCE VEHIC. 2NDE COMMUNE   ;  24725218310                ;  97416              ;  97410
9740986D ; STE CLOTILDE CEDEX         ; LA REUNION                               ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25406                             ;  2NDPRO OUVRAGES DU BATIMENT METALLERIE   ;  24725406310                ;  97411              ;  97494
9741571P ; ST PIERRE                  ; LA REUNION                               ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25408                             ;  2NDPRO REPARATION DES CARROSSERIES       ;  24725408310                ;  97416              ;  97410
9741177L ; LE PORT CEDEX              ; LA REUNION                               ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25510                             ;  2NDPRO METIERS ELECT. ENVIRON. CONNECTES ;  24725510310                ;  97407              ;  97824
9741089R ; ST PAUL                    ; LA REUNION                               ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  32304                             ;  2NDPRO PHOTOGRAPHIE                      ;  24732304310                ;  97415              ;  97435
0763071A ; LE TREPORT                 ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  2212A                             ;  1CAP2 PROD. & SERVICE EN RESTAURATIONS   ;  AFFECTATION                ;  76711              ;  76470
0271124A ; VAL DE REUIL CEDEX         ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22130                             ;  1CAP2  CHARCUTIER-TRAITEUR               ;  24122130210                ;  27701              ;  27102
0762518Z ; DIEPPE CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22130                             ;  1CAP2  CHARCUTIER-TRAITEUR               ;  24122130210                ;  76217              ;  76208
0762204H ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22130                             ;  1CAP2  CHARCUTIER-TRAITEUR               ;  24122130210                ;  76351              ;  76600
0761803X ; ROUEN                      ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22130                             ;  1CAP2  CHARCUTIER-TRAITEUR               ;  24122130210                ;  76540              ;  76000
0271124A ; VAL DE REUIL CEDEX         ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22135                             ;  1CAP2  BOUCHER                           ;  24122135210                ;  27701              ;  27102
0762518Z ; DIEPPE CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22135                             ;  1CAP2  BOUCHER                           ;  24122135210                ;  76217              ;  76208
0762204H ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22135                             ;  1CAP2  BOUCHER                           ;  24122135210                ;  76351              ;  76600
0761803X ; ROUEN                      ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22135                             ;  1CAP2  BOUCHER                           ;  24122135210                ;  76540              ;  76000
0271124A ; VAL DE REUIL CEDEX         ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22137                             ;  1CAP2  BOULANGER                         ;  24122137210                ;  27701              ;  27102
0762518Z ; DIEPPE CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22137                             ;  1CAP2  BOULANGER                         ;  24122137210                ;  76217              ;  76208
0762204H ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22137                             ;  1CAP2  BOULANGER                         ;  24122137210                ;  76351              ;  76600
0761803X ; ROUEN                      ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22137                             ;  1CAP2  BOULANGER                         ;  24122137210                ;  76540              ;  76000
0271124A ; VAL DE REUIL CEDEX         ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22139                             ;  1CAP2  CUISINE                           ;  24122139210                ;  27701              ;  27102
0763467F ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22139                             ;  1CAP2  CUISINE                           ;  24122139210                ;  76351              ;  76600
0763071A ; LE TREPORT                 ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22139                             ;  1CAP2  CUISINE                           ;  24122139210                ;  76711              ;  76470
0762403Z ; MONT ST AIGNAN CEDEX       ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22139                             ;  1CAP2  CUISINE                           ;  24122139210                ;  76451              ;  76825
0762518Z ; DIEPPE CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22139                             ;  1CAP2  CUISINE                           ;  24122139210                ;  76217              ;  76208
0271124A ; VAL DE REUIL CEDEX         ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22141                             ;  1CAP2  PATISSIER                         ;  24122141210                ;  27701              ;  27102
0762518Z ; DIEPPE CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22141                             ;  1CAP2  PATISSIER                         ;  24122141210                ;  76217              ;  76208
0762204H ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22141                             ;  1CAP2  PATISSIER                         ;  24122141210                ;  76351              ;  76600
0761803X ; ROUEN                      ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22141                             ;  1CAP2  PATISSIER                         ;  24122141210                ;  76540              ;  76000
0271177H ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22715                             ;  1CAP2  MONTEUR INSTALLATIONS THERMIQUES  ;  24122715210                ;  27229              ;  27035
0762897L ; MONT ST AIGNAN             ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22715                             ;  1CAP2  MONTEUR INSTALLATIONS THERMIQUES  ;  24122715210                ;  76451              ;  76130
0761817M ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22715                             ;  1CAP2  MONTEUR INSTALLATIONS THERMIQUES  ;  24122715210                ;  76351              ;  76600
0761820R ; DIEPPE                     ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22715                             ;  1CAP2  MONTEUR INSTALLATIONS THERMIQUES  ;  24122715210                ;  76217              ;  76370
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22715                             ;  1CAP2  MONTEUR INSTALLATIONS THERMIQUES  ;  24122715210                ;  76540              ;  76001
0271177H ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23217                             ;  1CAP2  MACON                             ;  24123217210                ;  27229              ;  27035
0762897L ; MONT ST AIGNAN             ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23217                             ;  1CAP2  MACON                             ;  24123217210                ;  76451              ;  76130
0761820R ; DIEPPE                     ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23217                             ;  1CAP2  MACON                             ;  24123217210                ;  76217              ;  76370
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23217                             ;  1CAP2  MACON                             ;  24123217210                ;  76540              ;  76001
0761817M ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23217                             ;  1CAP2  MACON                             ;  24123217210                ;  76351              ;  76600
0271177H ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23218                             ;  1CAP2  COUVREUR                          ;  24123218210                ;  27229              ;  27035
0761817M ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23218                             ;  1CAP2  COUVREUR                          ;  24123218210                ;  76351              ;  76600
0762897L ; MONT ST AIGNAN             ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23218                             ;  1CAP2  COUVREUR                          ;  24123218210                ;  76451              ;  76130
0761820R ; DIEPPE                     ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23218                             ;  1CAP2  COUVREUR                          ;  24123218210                ;  76217              ;  76370
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23218                             ;  1CAP2  COUVREUR                          ;  24123218210                ;  76540              ;  76001
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23222                             ;  1CAP2  CONSTRUCTEUR OUVRAGES BETON ARME  ;  24123222210                ;  76540              ;  76001
0271177H ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23324                             ;  1CAP2  MONTEUR INSTALLATIONS SANITAIRES  ;  24123324210                ;  27229              ;  27035
0761817M ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23324                             ;  1CAP2  MONTEUR INSTALLATIONS SANITAIRES  ;  24123324210                ;  76351              ;  76600
0761820R ; DIEPPE                     ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23324                             ;  1CAP2  MONTEUR INSTALLATIONS SANITAIRES  ;  24123324210                ;  76217              ;  76370
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23324                             ;  1CAP2  MONTEUR INSTALLATIONS SANITAIRES  ;  24123324210                ;  76540              ;  76001
0271177H ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23325                             ;  1CAP2  CARRELEUR MOSAISTE                ;  24123325210                ;  27229              ;  27035
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23325                             ;  1CAP2  CARRELEUR MOSAISTE                ;  24123325210                ;  76540              ;  76001
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23326                             ;  1CAP2  METIERS PLATRE ET ISOLATION       ;  24123326210                ;  76540              ;  76001
0271177H ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23327                             ;  1CAP2  PEINTRE APPLICATEUR REVETEMENTS   ;  24123327210                ;  27229              ;  27035
0761817M ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23327                             ;  1CAP2  PEINTRE APPLICATEUR REVETEMENTS   ;  24123327210                ;  76351              ;  76600
0761820R ; DIEPPE                     ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23327                             ;  1CAP2  PEINTRE APPLICATEUR REVETEMENTS   ;  24123327210                ;  76217              ;  76370
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23327                             ;  1CAP2  PEINTRE APPLICATEUR REVETEMENTS   ;  24123327210                ;  76540              ;  76001
0271177H ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23439                             ;  1CAP2  CHARPENTIER BOIS                  ;  24123439210                ;  27229              ;  27035
0762897L ; MONT ST AIGNAN             ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23439                             ;  1CAP2  CHARPENTIER BOIS                  ;  24123439210                ;  76451              ;  76130
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23439                             ;  1CAP2  CHARPENTIER BOIS                  ;  24123439210                ;  76540              ;  76001
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23440                             ;  1CAP2  CONSTRUCTEUR BOIS                 ;  24123440210                ;  76540              ;  76001
0271177H ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23441                             ;  1CAP2  MENUISIER FABRICT MEN MOB AGENCMT ;  24123441210                ;  27229              ;  27035
0762897L ; MONT ST AIGNAN             ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23441                             ;  1CAP2  MENUISIER FABRICT MEN MOB AGENCMT ;  24123441210                ;  76451              ;  76130
0761820R ; DIEPPE                     ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23441                             ;  1CAP2  MENUISIER FABRICT MEN MOB AGENCMT ;  24123441210                ;  76217              ;  76370
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23441                             ;  1CAP2  MENUISIER FABRICT MEN MOB AGENCMT ;  24123441210                ;  76540              ;  76001
0761817M ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23441                             ;  1CAP2  MENUISIER FABRICT MEN MOB AGENCMT ;  24123441210                ;  76351              ;  76600
0271177H ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23442                             ;  1CAP2  MENUISIER INSTALLATEUR            ;  24123442210                ;  27229              ;  27035
0761817M ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23442                             ;  1CAP2  MENUISIER INSTALLATEUR            ;  24123442210                ;  76351              ;  76600
0761820R ; DIEPPE                     ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23442                             ;  1CAP2  MENUISIER INSTALLATEUR            ;  24123442210                ;  76217              ;  76370
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23442                             ;  1CAP2  MENUISIER INSTALLATEUR            ;  24123442210                ;  76540              ;  76001
0271432K ; PONT AUDEMER               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23445                             ;  1CAP2  EBENISTE                          ;  24123445210                ;  27467              ;  27500
0271124A ; VAL DE REUIL CEDEX         ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25218                             ;  1CAP2  MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24125218210                ;  27701              ;  27102
0763468G ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25218                             ;  1CAP2  MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24125218210                ;  76351              ;  76620
0762312A ; LE MESNIL ESNARD           ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25218                             ;  1CAP2  MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24125218210                ;  76429              ;  76240
0762313B ; DIEPPE CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25218                             ;  1CAP2  MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24125218210                ;  76217              ;  76201
0271432K ; PONT AUDEMER               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25218                             ;  1CAP2  MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24125218210                ;  27467              ;  27500
0763003B ; SOTTEVILLE LES ROUEN CEDEX ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25219                             ;  1CAP2  MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT ;  24125219210                ;  76575              ;  76303
0762312A ; LE MESNIL ESNARD           ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25220                             ;  1CAP2  MAINT.VEHIC.OPTC MOTOCYCLES       ;  24125220210                ;  76429              ;  76240
0271432K ; PONT AUDEMER               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25221                             ;  1CAP2  MAINT.MATERIELS OPT.A AGRICOLES   ;  24125221210                ;  27467              ;  27500
0762313B ; DIEPPE CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25223                             ;  1CAP2  MAINT.MATERIELS OPT.C ESP. VERTS  ;  24125223210                ;  76217              ;  76201
0271177H ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25431                             ;  1CAP2  SERRURIER METALLIER               ;  24125431210                ;  27229              ;  27035
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25431                             ;  1CAP2  SERRURIER METALLIER               ;  24125431210                ;  76540              ;  76001
0271432K ; PONT AUDEMER               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25434                             ;  1CAP2  REPARATION DES CARROSSERIES       ;  24125434210                ;  27467              ;  27500
0762312A ; LE MESNIL ESNARD           ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25434                             ;  1CAP2  REPARATION DES CARROSSERIES       ;  24125434210                ;  76429              ;  76240
0763468G ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25434                             ;  1CAP2  REPARATION DES CARROSSERIES       ;  24125434210                ;  76351              ;  76620
0762313B ; DIEPPE CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25434                             ;  1CAP2  REPARATION DES CARROSSERIES       ;  24125434210                ;  76217              ;  76201
0271415S ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25437                             ;  1CAP2  REAL.IND.CHAUD.SOUD. OP.A CHAUDR. ;  24125437210                ;  27229              ;  27035
0763233B ; PORT JEROME SUR SEINE      ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25437                             ;  1CAP2  REAL.IND.CHAUD.SOUD. OP.A CHAUDR. ;  24125437210                ;  76476              ;  76330
0761350E ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25437                             ;  1CAP2  REAL.IND.CHAUD.SOUD. OP.A CHAUDR. ;  24125437210                ;  76351              ;  76620
0271415S ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25438                             ;  1CAP2  REAL.IND.CHAUD.SOUD. OP.B SOUDAGE ;  24125438210                ;  27229              ;  27035
0763233B ; PORT JEROME SUR SEINE      ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25438                             ;  1CAP2  REAL.IND.CHAUD.SOUD. OP.B SOUDAGE ;  24125438210                ;  76476              ;  76330
0761350E ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25438                             ;  1CAP2  REAL.IND.CHAUD.SOUD. OP.B SOUDAGE ;  24125438210                ;  76351              ;  76620
0271177H ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25524                             ;  1CAP2  ELECTRICIEN                       ;  24125524210                ;  27229              ;  27035
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25524                             ;  1CAP2  ELECTRICIEN                       ;  24125524210                ;  76540              ;  76001
0762313B ; DIEPPE CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25524                             ;  1CAP2  ELECTRICIEN                       ;  24125524210                ;  76217              ;  76201
0761817M ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25524                             ;  1CAP2  ELECTRICIEN                       ;  24125524210                ;  76351              ;  76600
0763431S ; MONTIVILLIERS              ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31122                             ;  1CAP2  OPERATEUR/OPERATRICE LOGISTIQUE   ;  24131122210                ;  76447              ;  76290
0271124A ; VAL DE REUIL CEDEX         ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31219                             ;  1CAP2  EMPL.VENTE SP. : SERVIC.CLIENTELE ;  24131219210                ;  27701              ;  27102
0271124A ; VAL DE REUIL CEDEX         ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  3121A                             ;  1CAP2 EQUIPIER POLYVALENT DU COMMERCE    ;  AFFECTATION                ;  27701              ;  27102
0762204H ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  3121A                             ;  1CAP2 EQUIPIER POLYVALENT DU COMMERCE    ;  AFFECTATION                ;  76351              ;  76600
0762518Z ; DIEPPE CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  3121A                             ;  1CAP2 EQUIPIER POLYVALENT DU COMMERCE    ;  AFFECTATION                ;  76217              ;  76208
0762403Z ; MONT ST AIGNAN CEDEX       ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  3121A                             ;  1CAP2 EQUIPIER POLYVALENT DU COMMERCE    ;  AFFECTATION                ;  76451              ;  76825
0271432K ; PONT AUDEMER               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  3121A                             ;  1CAP2 EQUIPIER POLYVALENT DU COMMERCE    ;  AFFECTATION                ;  27467              ;  27500
0761803X ; ROUEN                      ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  3121A                             ;  1CAP2 EQUIPIER POLYVALENT DU COMMERCE    ;  AFFECTATION                ;  76540              ;  76000
0762403Z ; MONT ST AIGNAN CEDEX       ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31221                             ;  1CAP2  POISSONNIER ECAILLER              ;  24131221210                ;  76451              ;  76825
0271124A ; VAL DE REUIL CEDEX         ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31223                             ;  1CAP2  FLEURISTE                         ;  24131223210                ;  27701              ;  27102
0762204H ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31223                             ;  1CAP2  FLEURISTE                         ;  24131223210                ;  76351              ;  76600
0761803X ; ROUEN                      ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31223                             ;  1CAP2  FLEURISTE                         ;  24131223210                ;  76540              ;  76000
0761801V ; MONT ST AIGNAN             ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  32225                             ;  1CAP2  SERIGRAPHIE INDUSTRIELLE          ;  24132225210                ;  76451              ;  76130
0763071A ; LE TREPORT                 ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33204                             ;  1CAP2  ACCOMPAG. EDUCATIF PETITE ENFANCE ;  24133204210                ;  76711              ;  76470
0271124A ; VAL DE REUIL CEDEX         ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  27701              ;  27102
0763467F ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  76351              ;  76600
0762403Z ; MONT ST AIGNAN CEDEX       ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  76451              ;  76825
0762518Z ; DIEPPE CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  76217              ;  76208
